Nickname,Player Details,Final Score,Show Info
Jay,"Jay Rhee, an oncologist from Annapolis, Maryland (whose 5-day cash winnings total $107,203)","$24,800 ","J! Archive - Show #6181, aired 2011-06-27"
Adam,"Adam Marshall, a student of government originally from Bethesda, Maryland","$26,600 ","J! Archive - Show #6181, aired 2011-06-27"
Dan,"Dan Carroll, a project manager from Marietta, Georgia","$14,799 ","J! Archive - Show #6181, aired 2011-06-27"
Jay,"Jay Rhee, an oncologist from Annapolis, Maryland (whose 4-day cash winnings total $85,803)","$21,400 ","J! Archive - Show #6180, aired 2011-06-24"
Marc,"Marc Tracy, a writer for an online magazine from New York, New York","$16,900 ","J! Archive - Show #6180, aired 2011-06-24"
Elaine,"Elaine Garrett, a college assistant director of admissions from Troy, New York","$14,500 ","J! Archive - Show #6180, aired 2011-06-24"
Jay,"Jay Rhee, an oncologist from Annapolis, Maryland (whose 3-day cash winnings total $70,803)","$15,000 ","J! Archive - Show #6179, aired 2011-06-23"
Dobbs,"Andrew Dobbs, a community organizer and writer from Austin, Texas",$1 ,"J! Archive - Show #6179, aired 2011-06-23"
Pat,"Pat Connor, a management consultant from Cummaquid, Massachusetts","$3,599 ","J! Archive - Show #6179, aired 2011-06-23"
Jay,"Jay Rhee, an oncologist from Annapolis, Maryland (whose 2-day cash winnings total $45,202)","$25,601 ","J! Archive - Show #6178, aired 2011-06-22"
Kartik,"Kartik Venguswamy, a general litigation attorney from Washington, D.C.",$0 ,"J! Archive - Show #6178, aired 2011-06-22"
Kate,"Kate Sparich, a project manager from West Deptford, New Jersey","$16,800 ","J! Archive - Show #6178, aired 2011-06-22"
Jay,"Jay Rhee, an oncologist from Annapolis, Maryland (whose 1-day cash winnings total $23,601)","$21,599 ","J! Archive - Show #6177, aired 2011-06-21"
Julianna,"Julianna Suchard, a mom and volunteer from Placentia, California","$18,800 ","J! Archive - Show #6177, aired 2011-06-21"
Scott,"Scott Goldstein, a director and writer of a sketch comedy theater from Chicago, Illinois","$6,200 ","J! Archive - Show #6177, aired 2011-06-21"
Danielle,"Danielle Harlow, a personal assistant originally from Dayton, Ohio (whose 1-day cash winnings total $14,700)","$11,800 ","J! Archive - Show #6176, aired 2011-06-20"
Sam,"Sam Fleming, a retired high school science teacher from Chickasaw, Alabama","$15,000 ","J! Archive - Show #6176, aired 2011-06-20"
Jay,"Jay Rhee, an oncologist from Annapolis, Maryland","$15,000 ","J! Archive - Show #6176, aired 2011-06-20"
Stewart,"Stewart Tuttle, a foreign service officer from Vienna, Virginia (whose 1-day cash winnings total $36,500)","$6,800 ","J! Archive - Show #6175, aired 2011-06-17"
Steve,"Steve Sobelman, a software architect from Culver City, California","$1,000 ","J! Archive - Show #6175, aired 2011-06-17"
Danielle,"Danielle Harlow, a personal assistant originally from Dayton, Ohio","$14,700 ","J! Archive - Show #6175, aired 2011-06-17"
Nick,"Nick Condon, a research chemist originally from Lakewood, Colorado (whose 3-day cash winnings total $80,101)","$8,401 ","J! Archive - Show #6174, aired 2011-06-16"
Stewart,"Stewart Tuttle, a foreign service officer from Vienna, Virginia","$36,500 ","J! Archive - Show #6174, aired 2011-06-16"
Lisa,"Lisa Longo, a stay-at-home mother from Bala Cynwyd, Pennsylvania",$1 ,"J! Archive - Show #6174, aired 2011-06-16"
Nick,"Nick Condon, a research chemist originally from Lakewood, Colorado (whose 2-day cash winnings total $49,901)","$30,200 ","J! Archive - Show #6173, aired 2011-06-15"
John,"John Mingey, a physician from Erie, Pennsylvania","$3,600 ","J! Archive - Show #6173, aired 2011-06-15"
Michael,"Michael Vlach, a high school technology teacher from Vacaville, California","$10,057 ","J! Archive - Show #6173, aired 2011-06-15"
Nick,"Nick Condon, a research chemist originally from Lakewood, Colorado (whose 1-day cash winnings total $30,201)","$9,800 ","J! Archive - Show #6172, aired 2011-06-14"
LuEllen,"LuEllen Buhrman, a marketing communications specialist from Richmond, Virginia",$1 ,"J! Archive - Show #6172, aired 2011-06-14"
Jeff,"Jeff Fleischer, a journalist and author from Deerfield, Illinois","$19,800 ","J! Archive - Show #6172, aired 2011-06-14"
Amy,"Amy Larimer, a fish and wildlife technician from Corpus Christi, Texas (whose 1-day cash winnings total $11,799)","$15,200 ","J! Archive - Show #6171, aired 2011-06-13"
Nick,"Nick Condon, a research chemist originally from Lakewood, Colorado","$30,201 ","J! Archive - Show #6171, aired 2011-06-13"
Daniel,"Daniel Trudeau, a communications associate from Brooklyn, New York","$30,100 ","J! Archive - Show #6171, aired 2011-06-13"
Mary Anna,"Mary Anna Martell, a graduate student in library science from Waterford, Connecticut (whose 1-day cash winnings total $16,800)",$600 ,"J! Archive - Show #6170, aired 2011-06-10"
Amy,"Amy Larimer, a fish and wildlife technician from Corpus Christi, Texas","$11,799 ","J! Archive - Show #6170, aired 2011-06-10"
Ben,"Ben Sack, an Internet entrepreneur from Boston, Massachusetts",$10 ,"J! Archive - Show #6170, aired 2011-06-10"
Tim,"Tim Kuehn, a theatrical designer from Venice, California (whose 1-day cash winnings total $18,201)",$799 ,"J! Archive - Show #6169, aired 2011-06-09"
Mary Anna,"Mary Anna Martell, a graduate student in library science from Waterford, Connecticut","$16,800 ","J! Archive - Show #6169, aired 2011-06-09"
Makeen,"Makeen Huda, a lab assistant from Metairie, Louisiana","$4,799 ","J! Archive - Show #6169, aired 2011-06-09"
Sam,"Sam Meyer, a graduate student of Middle Eastern studies originally from St. Joseph, Minnesota (whose 2-day cash winnings total $39,977)","$17,765 ","J! Archive - Show #6168, aired 2011-06-08"
Tim,"Tim Kuehn, a theatrical designer from Venice, California","$18,201 ","J! Archive - Show #6168, aired 2011-06-08"
Chris,"Chris Hauck, a communications director from Providence, Rhode Island","$18,001 ","J! Archive - Show #6168, aired 2011-06-08"
Sam,"Sam Meyer, a graduate student of Middle Eastern studies originally from St. Joseph, Minnesota (whose 1-day cash winnings total $20,432)","$24,945 ","J! Archive - Show #6167, aired 2011-06-07"
Lindsey,"Lindsey Peterson, an economist from Yonkers, New York","$1,958 ","J! Archive - Show #6167, aired 2011-06-07"
Crystal,"Crystal Leonard, a stay-at-home mom and substitute teacher from Upland, California","$12,400 ","J! Archive - Show #6167, aired 2011-06-07"
Jericho,"Jericho Saria, a freelance video producer originally from Stockton, California (whose 2-day cash winnings total $53,602)","$10,800 ","J! Archive - Show #6166, aired 2011-06-06"
Joanna,"Joanna Liff, an electronic publishing specialist from Chicago, Illinois","$16,801 ","J! Archive - Show #6166, aired 2011-06-06"
Sam,"Sam Meyer, a graduate student of Middle Eastern studies originally from St. Joseph, Minnesota","$20,432 ","J! Archive - Show #6166, aired 2011-06-06"
Jericho,"Jericho Saria, a freelance video producer originally from Stockton, California (whose 1-day cash winnings total $29,201)","$24,401 ","J! Archive - Show #6165, aired 2011-06-03"
Patrick,"Patrick Stubbins, a writer originally from Cincinnati, Ohio","$9,400 ","J! Archive - Show #6165, aired 2011-06-03"
Nancy,"Nancy Hale, a textbook editor from New York, New York","$17,200 ","J! Archive - Show #6165, aired 2011-06-03"
Michael,"Michael Philpy, a policy analyst originally from Lafayette, Indiana (whose 1-day cash winnings total $33,601)","$25,001 ","J! Archive - Show #6164, aired 2011-06-02"
Steve,"Steve Tipton, a singer and actor from New York, New York",$0 ,"J! Archive - Show #6164, aired 2011-06-02"
Jericho,"Jericho Saria, a freelance video producer originally from Stockton, California","$29,201 ","J! Archive - Show #6164, aired 2011-06-02"
Ty,"Ty Cone, a federal law clerk from Brooklyn, New York (whose 1-day cash winnings total $22,405)",$0 ,"J! Archive - Show #6163, aired 2011-06-01"
Michael,"Michael Philpy, a policy analyst originally from Lafayette, Indiana","$16,800 ","J! Archive - Show #6163, aired 2011-06-01"
Maggie,"Maggie Berndt, a symphony orchestra publicist from Chicago, Illinois","$16,200 ","J! Archive - Show #6163, aired 2011-06-01"
Matt,"Matt Larson, a technical support specialist from Denver, Colorado (whose 1-day cash winnings total $5,599)",$0 ,"J! Archive - Show #6162, aired 2011-05-31"
Ty,"Ty Cone, a federal law clerk from Brooklyn, New York","$22,405 ","J! Archive - Show #6162, aired 2011-05-31"
Jennifer,"Jennifer Najarian, a bookseller from Coplay, Pennsylvania","$14,800 ","J! Archive - Show #6162, aired 2011-05-31"
Monica,"Monica Iyer, a law clerk from New York, New York (whose 1-day cash winnings total $32,200)","$5,598 ","J! Archive - Show #6161, aired 2011-05-30"
Roberta,"Roberta Candalino, a homemaker from Bedford, Texas",$200 ,"J! Archive - Show #6161, aired 2011-05-30"
Matt,"Matt Larson, a technical support specialist from Denver, Colorado","$5,599 ","J! Archive - Show #6161, aired 2011-05-30"
Chloe,"Chloe Horning, a graduate student in library and information science from Seattle, Washington (whose 1-day cash winnings total $14,000)","$18,401 ","J! Archive - Show #6160, aired 2011-05-27"
Renee,"Renee Huff, a high school English teacher from Olney, Maryland","$6,200 ","J! Archive - Show #6160, aired 2011-05-27"
Monica,"Monica Iyer, a law clerk from New York, New York","$32,200 ","J! Archive - Show #6160, aired 2011-05-27"
Tom,"Tom Brown, a program analyst originally from Harleysville, Pennsylvania (whose 2-day cash winnings total $40,402)","$4,799 ","J! Archive - Show #6159, aired 2011-05-26"
Chloe,"Chloe Horning, a graduate student in library and information science from Seattle, Washington","$14,000 ","J! Archive - Show #6159, aired 2011-05-26"
Carl,"Carl Aveni, a civil litigation attorney from Columbus, Ohio","$1,799 ","J! Archive - Show #6159, aired 2011-05-26"
Tom,"Tom Brown, a program analyst originally from Harleysville, Pennsylvania (whose 1-day cash winnings total $15,601)","$24,801 ","J! Archive - Show #6158, aired 2011-05-25"
Amy,"Amy Ruberg, a college and career consultant from Batesville, Indiana","$24,700 ","J! Archive - Show #6158, aired 2011-05-25"
James,"James Ma, a securities analyst from Bridgewater, New Jersey","$5,200 ","J! Archive - Show #6158, aired 2011-05-25"
Matt,"Matt Neville, a deli clerk from Hamden, Connecticut (whose 3-day cash winnings total $65,400)","$15,601 ","J! Archive - Show #6157, aired 2011-05-24"
Tom,"Tom Brown, a program analyst originally from Harleysville, Pennsylvania",$0 ,"J! Archive - Show #6157, aired 2011-05-24"
Gay,"Gay Haubner, a fund raiser for a non-profit from New York, New York","$8,800 ","J! Archive - Show #6157, aired 2011-05-24"
Matt,"Matt Neville, a deli clerk from Hamden, Connecticut (whose 2-day cash winnings total $41,200)","$16,200 ","J! Archive - Show #6156, aired 2011-05-23"
Cindy,"Cindy Clark, a mom from Calgary, Alberta","$2,800 ","J! Archive - Show #6156, aired 2011-05-23"
Joseph,"Joseph Tambornino, a business administration teacher from Lafayette, California","$19,200 ","J! Archive - Show #6156, aired 2011-05-23"
Matt,"Matt Neville, a deli clerk from Hamden, Connecticut (whose 1-day cash winnings total $23,000)","$18,200 ","J! Archive - Show #6155, aired 2011-05-20"
Adam,"Adam Kapp, a webmaster from West Chester, Pennsylvania","$2,599 ","J! Archive - Show #6155, aired 2011-05-20"
Tracey,"Tracey Davidson, a middle school secretary from Glen Allen, Virginia","$13,300 ","J! Archive - Show #6155, aired 2011-05-20"
Lisa,"Lisa Bloomberg, a medical student from Minneapolis, Minnesota (whose 2-day cash winnings total $55,000)","$22,100 ","J! Archive - Show #6154, aired 2011-05-19"
Matt,"Matt Neville, a deli clerk from Hamden, Connecticut","$23,000 ","J! Archive - Show #6154, aired 2011-05-19"
Beverly,"Beverly Jones, an attorney for a nonprofit originally from Spokane, Washington","$9,600 ","J! Archive - Show #6154, aired 2011-05-19"
Lisa,"Lisa Bloomberg, a medical student from Minneapolis, Minnesota (whose 1-day cash winnings total $35,000)","$20,000 ","J! Archive - Show #6153, aired 2011-05-18"
Gary,"Gary Rosche, a county tax clerk from Durham, North Carolina","$4,598 ","J! Archive - Show #6153, aired 2011-05-18"
Flora,"Flora Peir, a newspaper editor from New York, New York","$4,601 ","J! Archive - Show #6153, aired 2011-05-18"
Joyce,"Joyce Newmark, a rabbi from Teaneck, New Jersey (whose 1-day cash winnings total $29,200)","$28,400 ","J! Archive - Show #6152, aired 2011-05-17"
Lisa,"Lisa Bloomberg, a medical student from Minneapolis, Minnesota","$35,000 ","J! Archive - Show #6152, aired 2011-05-17"
Ramesh,"Ramesh Mantha, an electrical engineer from Toronto, Ontario","$8,800 ","J! Archive - Show #6152, aired 2011-05-17"
Joe,"Joe McKee, a percussionist from Palos Heights, Illinois (whose 2-day cash winnings total $49,500)",$200 ,"J! Archive - Show #6151, aired 2011-05-16"
Denise,"Denise Troy, a litigation attorney from Scottsdale, Arizona","$22,201 ","J! Archive - Show #6151, aired 2011-05-16"
Joyce,"Joyce Newmark, a rabbi from Teaneck, New Jersey","$29,200 ","J! Archive - Show #6151, aired 2011-05-16"
Lori,"Lori Kissell, a high school Latin teacher from Fredericksburg, Virginia (subtotal of $26,300)",$0 ,"J! Archive - Show #6150, aired 2011-05-13"
Larry,"Larry DeMoss, a high school English teacher from Ellettsville, Indiana (subtotal of $7,000)",$0 ,"J! Archive - Show #6150, aired 2011-05-13"
Charles,"Charles Temple, a high school English teacher from Ocracoke, North Carolina (subtotal of $18,800)","$24,375 ","J! Archive - Show #6150, aired 2011-05-13"
Lori,"Lori Kissell, a high school Latin teacher from Fredericksburg, Virginia","$26,300 ","J! Archive - Show #6149, aired 2011-05-12"
Larry,"Larry DeMoss, a high school English teacher from Ellettsville, Indiana","$7,000 ","J! Archive - Show #6149, aired 2011-05-12"
Charles,"Charles Temple, a high school English teacher from Ocracoke, North Carolina","$18,800 ","J! Archive - Show #6149, aired 2011-05-12"
Kathy,"Kathy Casavant, a high school English teacher from Oxford, Massachusetts","$23,000 ","J! Archive - Show #6148, aired 2011-05-11"
Charles,"Charles Temple, a high school English teacher from Ocracoke, North Carolina","$24,001 ","J! Archive - Show #6148, aired 2011-05-11"
Matt,"Matt Polazzo, a high school U.S. government teacher from Brooklyn, New York",$312 ,"J! Archive - Show #6148, aired 2011-05-11"
Charley,"Charley Tinkham, an eighth grade history and technology teacher from San Bruno, California","$14,000 ","J! Archive - Show #6147, aired 2011-05-10"
Lori,"Lori Kissell, a high school Latin teacher from Fredericksburg, Virginia","$34,500 ","J! Archive - Show #6147, aired 2011-05-10"
John,"John Shoe, a third and fourth grade teacher from Lakewood, Colorado","$26,700 ","J! Archive - Show #6147, aired 2011-05-10"
Larry,"Larry DeMoss, a high school English teacher from Ellettsville, Indiana","$28,401 ","J! Archive - Show #6146, aired 2011-05-09"
Dan,"Dan Crosby, a middle school history teacher from Santa Monica, California","$28,399 ","J! Archive - Show #6146, aired 2011-05-09"
Elisabeth,"Elisabeth Raab, a high school English teacher from Philadelphia, Pennsylvania","$3,200 ","J! Archive - Show #6146, aired 2011-05-09"
Catherine,"Catherine Carson, a fourth grade language arts, math, and social studies teacher from Washington, D.C.","$1,500 ","J! Archive - Show #6145, aired 2011-05-06"
Larry,"Larry DeMoss, a high school English teacher from Ellettsville, Indiana","$22,000 ","J! Archive - Show #6145, aired 2011-05-06"
Judd,"Judd Hess, a high school English teacher from Huntington Beach, California","$8,399 ","J! Archive - Show #6145, aired 2011-05-06"
Grafton,"Grafton Brown, a high school Spanish teacher from Chicago, Illinois","$5,000 ","J! Archive - Show #6144, aired 2011-05-05"
Charles,"Charles Temple, a high school English teacher from Ocracoke, North Carolina","$20,600 ","J! Archive - Show #6144, aired 2011-05-05"
Sally,"Sally Umbach, a third grade special education teacher from Cincinnati, Ohio","$7,100 ","J! Archive - Show #6144, aired 2011-05-05"
Lori,"Lori Kissell, a high school Latin teacher from Fredericksburg, Virginia","$29,700 ","J! Archive - Show #6143, aired 2011-05-04"
Matt,"Matt Polazzo, a high school U.S. government teacher from Brooklyn, New York","$19,801 ","J! Archive - Show #6143, aired 2011-05-04"
Elisabeth,"Elisabeth Raab, a high school English teacher from Philadelphia, Pennsylvania","$16,400 ","J! Archive - Show #6143, aired 2011-05-04"
Caitlin,"Caitlin Millat, a kindergarten teacher from Brooklyn, New York","$30,000 ","J! Archive - Show #6142, aired 2011-05-03"
Viki,"Viki Radden, a high school English and literacy teacher from Bakersfield, California","$8,400 ","J! Archive - Show #6142, aired 2011-05-03"
Charley,"Charley Tinkham, an eighth grade history and technology teacher from San Bruno, California","$30,000 ","J! Archive - Show #6142, aired 2011-05-03"
Kathy,"Kathy Casavant, a high school English teacher from Oxford, Massachusetts","$21,000 ","J! Archive - Show #6141, aired 2011-05-02"
Dan,"Dan Crosby, a middle school history teacher from Santa Monica, California","$17,201 ","J! Archive - Show #6141, aired 2011-05-02"
John,"John Shoe, a third and fourth grade teacher from Lakewood, Colorado","$11,400 ","J! Archive - Show #6141, aired 2011-05-02"
Joe,"Joe McKee, a percussionist from Palos Heights, Illinois (whose 1-day cash winnings total $22,600)","$26,900 ","J! Archive - Show #6140, aired 2011-04-29"
Grant,"Grant Wing, an office manager from Vancouver, British Columbia","$26,400 ","J! Archive - Show #6140, aired 2011-04-29"
